name: 🇨🇿 Czechia-8006 | avg_speed: 32.701 MB/s | delay: 17 ms
name: 🏁 Relay-4590 | avg_speed: 0.000 MB/s | delay: 234 ms
name: 🏁 Relay-2731 | avg_speed: 0.000 MB/s | delay: 234 ms
name: 🏁 Relay-1837 | avg_speed: 0.159 MB/s | delay: 273 ms
name: 🇵🇱 Poland-3669 | avg_speed: 1.782 MB/s | delay: 672 ms
name: 🏁 Relay-9994 | avg_speed: 0.000 MB/s | delay: 236 ms
name: 🇸🇬 Singapore-1383 | avg_speed: 1.777 MB/s | delay: 671 ms
name: 🏁 Relay-2680 | avg_speed: 0.000 MB/s | delay: 237 ms
name: 🇺🇸 USA-8461 | avg_speed: 1.315 MB/s | delay: 559 ms
name: 🇯🇵 Japan-6660 | avg_speed: 1.693 MB/s | delay: 652 ms
name: 🏁 Relay-7963 | avg_speed: 0.176 MB/s | delay: 281 ms
name: 🇩🇪 Germany-7180 | avg_speed: 0.473 MB/s | delay: 354 ms
name: 🇰🇿 Kazakhstan-3297 | avg_speed: 1.717 MB/s | delay: 659 ms
name: 🏁 Relay-1384 | avg_speed: 0.000 MB/s | delay: 239 ms
name: 🇸🇬 Singapore-6529 | avg_speed: 1.537 MB/s | delay: 615 ms
name: 🇺🇸 USA-1273 | avg_speed: 1.192 MB/s | delay: 531 ms
name: 🏁 Relay-3625 | avg_speed: 0.000 MB/s | delay: 241 ms
name: 🏁 Relay-5157 | avg_speed: 0.000 MB/s | delay: 241 ms
name: 🏁 Relay-3646 | avg_speed: 0.000 MB/s | delay: 242 ms
name: 🏁 Relay-7016 | avg_speed: 0.106 MB/s | delay: 268 ms
name: 🇷🇴 Romania-2020 | avg_speed: 1.765 MB/s | delay: 674 ms
name: 🇷🇸 Serbia-6656 | avg_speed: 2.010 MB/s | delay: 734 ms
name: 🏁 Relay-7255 | avg_speed: 0.000 MB/s | delay: 245 ms
name: 🏁 Relay-4649 | avg_speed: 0.000 MB/s | delay: 245 ms
name: 🇫🇮 Finland-3960 | avg_speed: 0.477 MB/s | delay: 362 ms
name: 🏁 Relay-7608 | avg_speed: 1.873 MB/s | delay: 704 ms
name: 🏁 Relay-7153 | avg_speed: 0.000 MB/s | delay: 246 ms
name: 🇭🇰 Hong-Kong-1127 | avg_speed: 1.372 MB/s | delay: 582 ms
name: 🏁 Relay-9359 | avg_speed: 0.084 MB/s | delay: 267 ms
name: 🇯🇵 Japan-7956 | avg_speed: 1.735 MB/s | delay: 671 ms
name: 🏁 Relay-3945 | avg_speed: 0.000 MB/s | delay: 247 ms
name: 🇳🇱 Netherlands-9249 | avg_speed: 0.000 MB/s | delay: 247 ms
name: 🏁 Relay-8486 | avg_speed: 0.000 MB/s | delay: 247 ms
name: 🇩🇪 Germany-8677 | avg_speed: 1.915 MB/s | delay: 716 ms
name: 🇺🇸 USA-9632 | avg_speed: 1.187 MB/s | delay: 539 ms
name: 🏁 Relay-3682 | avg_speed: 0.000 MB/s | delay: 249 ms
name: 🇬🇧 UK-9735 | avg_speed: 0.000 MB/s | delay: 249 ms
name: 🏁 Relay-9530 | avg_speed: 0.000 MB/s | delay: 250 ms
name: 🏁 Relay-5155 | avg_speed: 0.000 MB/s | delay: 250 ms
name: 🇺🇸 USA-6134 | avg_speed: 1.116 MB/s | delay: 524 ms
name: 🏁 Relay-6004 | avg_speed: 0.000 MB/s | delay: 251 ms
name: 🏁 Relay-6944 | avg_speed: 0.378 MB/s | delay: 344 ms
name: 🇺🇸 USA-6371 | avg_speed: 1.186 MB/s | delay: 544 ms
name: 🇫🇮 Finland-5933 | avg_speed: 1.324 MB/s | delay: 579 ms
name: 🇹🇷 Turkey-1912 | avg_speed: 0.271 MB/s | delay: 323 ms
name: 🇩🇪 Germany-5138 | avg_speed: 0.630 MB/s | delay: 411 ms
name: 🇺🇸 USA-6853 | avg_speed: 1.169 MB/s | delay: 543 ms
name: 🏁 Relay-2797 | avg_speed: 0.000 MB/s | delay: 257 ms
name: 🇩🇪 Germany-7697 | avg_speed: 0.976 MB/s | delay: 496 ms
name: 🏁 Relay-6723 | avg_speed: 0.000 MB/s | delay: 258 ms
name: 🏁 Relay-4128 | avg_speed: 0.000 MB/s | delay: 258 ms
name: 🏁 Relay-7959 | avg_speed: 0.000 MB/s | delay: 259 ms
name: 🏁 Relay-2137 | avg_speed: 0.000 MB/s | delay: 260 ms
name: 🏁 Relay-7294 | avg_speed: 0.000 MB/s | delay: 261 ms
name: 🇺🇸 USA-2315 | avg_speed: 1.105 MB/s | delay: 532 ms
name: 🏁 Relay-8067 | avg_speed: 0.000 MB/s | delay: 262 ms
name: 🏁 Relay-5764 | avg_speed: 0.000 MB/s | delay: 262 ms
name: 🇬🇧 UK-4944 | avg_speed: 0.000 MB/s | delay: 262 ms
name: 🇸🇪 Sweden-4878 | avg_speed: 1.099 MB/s | delay: 532 ms
name: 🇬🇧 UK-4054 | avg_speed: 0.000 MB/s | delay: 265 ms
name: 🇯🇵 Japan-7859 | avg_speed: 1.660 MB/s | delay: 673 ms
name: 🇦🇪 Emirates-6188 | avg_speed: 1.397 MB/s | delay: 610 ms
name: 🏁 Relay-8981 | avg_speed: 0.000 MB/s | delay: 269 ms
name: 🏁 Relay-6556 | avg_speed: 0.000 MB/s | delay: 269 ms
name: 🇩🇪 Germany-3637 | avg_speed: 1.225 MB/s | delay: 569 ms
name: 🇦🇺 Australia-9000 | avg_speed: 1.386 MB/s | delay: 609 ms
name: 🏁 Relay-2934 | avg_speed: 0.000 MB/s | delay: 270 ms
name: 🇯🇵 Japan-2299 | avg_speed: 1.671 MB/s | delay: 679 ms
name: 🇯🇵 Japan-5819 | avg_speed: 1.525 MB/s | delay: 644 ms
name: 🇲🇩 Moldova-6317 | avg_speed: 1.907 MB/s | delay: 738 ms
name: 🏁 Relay-1552 | avg_speed: 0.103 MB/s | delay: 297 ms
name: 🇬🇧 UK-3428 | avg_speed: 2.976 MB/s | delay: 3371 ms
name: 🇯🇵 Japan-2767 | avg_speed: 1.638 MB/s | delay: 673 ms
name: 🇩🇪 Germany-4364 | avg_speed: 0.000 MB/s | delay: 273 ms
name: 🇬🇧 UK-1165 | avg_speed: 1.261 MB/s | delay: 584 ms
name: 🏁 Relay-4251 | avg_speed: 0.000 MB/s | delay: 276 ms
name: 🇺🇸 USA-2765 | avg_speed: 1.182 MB/s | delay: 566 ms
name: 🇺🇸 USA-6615 | avg_speed: 0.387 MB/s | delay: 372 ms
name: 🇩🇪 Germany-2012 | avg_speed: 0.000 MB/s | delay: 278 ms
name: 🇬🇧 UK-2243 | avg_speed: 1.243 MB/s | delay: 583 ms
name: 🇳🇱 Netherlands-9450 | avg_speed: 1.528 MB/s | delay: 653 ms
name: 🇿🇦 South-Africa-4036 | avg_speed: 1.086 MB/s | delay: 545 ms
name: 🇺🇸 USA-4930 | avg_speed: 0.079 MB/s | delay: 300 ms
name: 🇨🇾 Cyprus-7821 | avg_speed: 0.397 MB/s | delay: 378 ms
name: 🏁 Relay-1786 | avg_speed: 0.000 MB/s | delay: 281 ms
name: 🏁 Relay-8144 | avg_speed: 0.000 MB/s | delay: 281 ms
name: 🇩🇪 Germany-3209 | avg_speed: 2.936 MB/s | delay: 1622 ms
name: 🇨🇭 Switzerland-2234 | avg_speed: 2.372 MB/s | delay: 862 ms
name: 🇺🇸 USA-7869 | avg_speed: 1.222 MB/s | delay: 581 ms
name: 🇩🇪 Germany-2651 | avg_speed: 0.099 MB/s | delay: 307 ms
name: 🇮🇹 Italy-5436 | avg_speed: 1.516 MB/s | delay: 654 ms
name: 🇺🇸 USA-3794 | avg_speed: 2.099 MB/s | delay: 797 ms
name: 🏁 Relay-7653 | avg_speed: 0.979 MB/s | delay: 523 ms
name: 🇰🇷 South-Korea-5880 | avg_speed: 1.795 MB/s | delay: 723 ms
name: 🇯🇵 Japan-6282 | avg_speed: 1.680 MB/s | delay: 696 ms
name: 🇬🇧 UK-5092 | avg_speed: 1.209 MB/s | delay: 581 ms
name: 🇹🇼 Taiwan-6405 | avg_speed: 0.102 MB/s | delay: 311 ms
name: 🇯🇵 Japan-3271 | avg_speed: 1.596 MB/s | delay: 677 ms
name: 🇹🇼 Taiwan-8211 | avg_speed: 0.052 MB/s | delay: 300 ms
name: 🇺🇸 USA-7833 | avg_speed: 1.184 MB/s | delay: 577 ms
name: 🇬🇧 UK-7869 | avg_speed: 1.243 MB/s | delay: 592 ms
name: 🏁 Relay-9088 | avg_speed: 0.111 MB/s | delay: 315 ms
name: 🏁 Relay-6809 | avg_speed: 0.000 MB/s | delay: 289 ms
name: 🏁 Relay-6813 | avg_speed: 1.034 MB/s | delay: 543 ms
name: 🏁 Relay-6770 | avg_speed: 0.151 MB/s | delay: 328 ms
name: 🇬🇧 UK-8874 | avg_speed: 1.750 MB/s | delay: 720 ms
name: 🇬🇧 UK-1694 | avg_speed: 1.292 MB/s | delay: 608 ms
name: 🇧🇬 Bulgaria-7565 | avg_speed: 1.797 MB/s | delay: 732 ms
name: 🇬🇧 UK-1480 | avg_speed: 1.621 MB/s | delay: 689 ms
name: 🇺🇸 USA-1512 | avg_speed: 1.159 MB/s | delay: 576 ms
name: 🇯🇵 Japan-1205 | avg_speed: 1.635 MB/s | delay: 693 ms
name: 🇫🇮 Finland-9885 | avg_speed: 2.104 MB/s | delay: 809 ms
name: 🇲🇩 Moldova-6144 | avg_speed: 1.551 MB/s | delay: 675 ms
name: 🇺🇸 USA-6864 | avg_speed: 0.024 MB/s | delay: 302 ms
name: 🏁 Relay-9229 | avg_speed: 0.000 MB/s | delay: 298 ms
name: 🏁 Relay-9903 | avg_speed: 0.000 MB/s | delay: 299 ms
name: 🇫🇮 Finland-6596 | avg_speed: 0.371 MB/s | delay: 390 ms
name: 🇩🇪 Germany-9074 | avg_speed: 0.193 MB/s | delay: 347 ms
name: 🇷🇴 Romania-6624 | avg_speed: 0.429 MB/s | delay: 406 ms
name: 🇺🇸 USA-5628 | avg_speed: 1.742 MB/s | delay: 729 ms
name: 🏁 Relay-4133 | avg_speed: 0.000 MB/s | delay: 303 ms
name: 🇩🇪 Germany-7324 | avg_speed: 1.841 MB/s | delay: 754 ms
name: 🇯🇵 Japan-1314 | avg_speed: 1.575 MB/s | delay: 689 ms
name: 🇨🇦 Canada-3225 | avg_speed: 0.632 MB/s | delay: 461 ms
name: 🇹🇼 Taiwan-2589 | avg_speed: 0.034 MB/s | delay: 315 ms
name: 🇺🇸 USA-3708 | avg_speed: 1.201 MB/s | delay: 601 ms
name: 🇺🇸 USA-9597 | avg_speed: 1.442 MB/s | delay: 660 ms
name: 🏁 Relay-3441 | avg_speed: 0.000 MB/s | delay: 308 ms
name: 🇯🇵 Japan-7740 | avg_speed: 0.200 MB/s | delay: 357 ms
name: 🇯🇵 Japan-7413 | avg_speed: 1.528 MB/s | delay: 684 ms
name: 🇱🇻 Latvia-6066 | avg_speed: 1.919 MB/s | delay: 780 ms
name: 🏁 Relay-4273 | avg_speed: 0.000 MB/s | delay: 313 ms
name: 🇷🇸 Serbia-6966 | avg_speed: 1.846 MB/s | delay: 765 ms
name: 🇯🇵 Japan-4202 | avg_speed: 0.848 MB/s | delay: 522 ms
name: 🏁 Relay-2965 | avg_speed: 2.799 MB/s | delay: 1008 ms
name: 🇧🇬 Bulgaria-3612 | avg_speed: 1.775 MB/s | delay: 751 ms
name: 🇩🇪 Germany-5735 | avg_speed: 1.034 MB/s | delay: 571 ms
name: 🇧🇬 Bulgaria-3243 | avg_speed: 1.663 MB/s | delay: 725 ms
name: 🇰🇿 Kazakhstan-4725 | avg_speed: 1.629 MB/s | delay: 717 ms
name: 🇷🇸 Serbia-7620 | avg_speed: 1.702 MB/s | delay: 735 ms
name: 🇮🇳 India-3357 | avg_speed: 1.130 MB/s | delay: 596 ms
name: 🇳🇱 Netherlands-6270 | avg_speed: 0.143 MB/s | delay: 356 ms
name: 🏁 Relay-8374 | avg_speed: 0.000 MB/s | delay: 321 ms
name: 🇫🇮 Finland-2615 | avg_speed: 1.155 MB/s | delay: 604 ms
name: 🇸🇪 Sweden-5626 | avg_speed: 0.505 MB/s | delay: 447 ms
name: 🇸🇪 Sweden-8600 | avg_speed: 1.182 MB/s | delay: 616 ms
name: 🇳🇱 Netherlands-2481 | avg_speed: 0.000 MB/s | delay: 328 ms
name: 🇭🇰 Hong-Kong-1306 | avg_speed: 0.058 MB/s | delay: 344 ms
name: 🇩🇪 Germany-1923 | avg_speed: 2.131 MB/s | delay: 852 ms
name: 🇨🇦 Canada-3519 | avg_speed: 0.291 MB/s | delay: 402 ms
name: 🇲🇩 Moldova-1064 | avg_speed: 2.143 MB/s | delay: 855 ms
name: 🏁 Relay-1366 | avg_speed: 0.000 MB/s | delay: 331 ms
name: 🏁 Relay-6819 | avg_speed: 0.000 MB/s | delay: 331 ms
name: 🇯🇵 Japan-8350 | avg_speed: 1.417 MB/s | delay: 678 ms
name: 🏁 Relay-8424 | avg_speed: 2.731 MB/s | delay: 4303 ms
name: 🇷🇸 Serbia-8105 | avg_speed: 1.745 MB/s | delay: 759 ms
name: 🇩🇪 Germany-1271 | avg_speed: 2.729 MB/s | delay: 1570 ms
name: 🇱🇻 Latvia-4212 | avg_speed: 1.566 MB/s | delay: 716 ms
name: 🏁 Relay-8740 | avg_speed: 0.000 MB/s | delay: 333 ms
name: 🇩🇪 Germany-2908 | avg_speed: 2.725 MB/s | delay: 4566 ms
name: 🇨🇦 Canada-8862 | avg_speed: 1.476 MB/s | delay: 695 ms
name: 🏁 Relay-6299 | avg_speed: 0.000 MB/s | delay: 334 ms
name: 🏁 Relay-4189 | avg_speed: 0.000 MB/s | delay: 335 ms
name: 🇳🇱 Netherlands-9486 | avg_speed: 2.706 MB/s | delay: 1258 ms
name: 🇩🇪 Germany-6971 | avg_speed: 0.000 MB/s | delay: 338 ms
name: 🏁 Relay-5892 | avg_speed: 0.000 MB/s | delay: 338 ms
name: 🇯🇵 Japan-6211 | avg_speed: 1.399 MB/s | delay: 681 ms
name: 🏁 Relay-2755 | avg_speed: 0.000 MB/s | delay: 339 ms
name: 🇺🇸 USA-6561 | avg_speed: 1.971 MB/s | delay: 823 ms
name: 🇬🇧 UK-8355 | avg_speed: 1.096 MB/s | delay: 610 ms
name: 🏁 Relay-5905 | avg_speed: 0.000 MB/s | delay: 343 ms
name: 🇯🇵 Japan-3822 | avg_speed: 0.513 MB/s | delay: 471 ms
name: 🇷🇴 Romania-2882 | avg_speed: 0.311 MB/s | delay: 422 ms
name: 🇬🇧 UK-1198 | avg_speed: 2.670 MB/s | delay: 1338 ms
name: 🏁 Relay-4557 | avg_speed: 1.801 MB/s | delay: 789 ms
name: 🏁 Relay-4591 | avg_speed: 1.317 MB/s | delay: 671 ms
name: 🇺🇸 USA-4142 | avg_speed: 0.022 MB/s | delay: 355 ms
name: 🇰🇿 Kazakhstan-4714 | avg_speed: 1.619 MB/s | delay: 746 ms
name: 🏁 Relay-8933 | avg_speed: 1.396 MB/s | delay: 692 ms
name: 🇮🇳 India-5814 | avg_speed: 1.351 MB/s | delay: 681 ms
name: 🏁 Relay-6192 | avg_speed: 2.065 MB/s | delay: 857 ms
name: 🏁 Relay-7738 | avg_speed: 0.000 MB/s | delay: 353 ms
name: 🇸🇪 Sweden-9491 | avg_speed: 1.116 MB/s | delay: 627 ms
name: 🇮🇳 India-6504 | avg_speed: 1.323 MB/s | delay: 678 ms
name: 🇿🇦 South-Africa-7045 | avg_speed: 0.354 MB/s | delay: 441 ms
name: 🏁 Relay-2735 | avg_speed: 0.000 MB/s | delay: 355 ms
name: 🏁 Relay-8587 | avg_speed: 0.000 MB/s | delay: 355 ms
name: 🇺🇸 USA-9661 | avg_speed: 0.954 MB/s | delay: 590 ms
name: 🇳🇱 Netherlands-8746 | avg_speed: 0.050 MB/s | delay: 369 ms
name: 🏁 Relay-8048 | avg_speed: 0.000 MB/s | delay: 357 ms
name: 🏁 Relay-1621 | avg_speed: 0.000 MB/s | delay: 357 ms
name: 🏁 Relay-1476 | avg_speed: 0.000 MB/s | delay: 357 ms
name: 🇩🇪 Germany-7437 | avg_speed: 1.208 MB/s | delay: 654 ms
name: 🇩🇪 Germany-1973 | avg_speed: 0.000 MB/s | delay: 360 ms
name: 🇹🇭 Thailand-7776 | avg_speed: 1.373 MB/s | delay: 696 ms
name: 🇩🇪 Germany-7070 | avg_speed: 1.139 MB/s | delay: 639 ms
name: 🇩🇪 Germany-6230 | avg_speed: 1.190 MB/s | delay: 652 ms
name: 🇬🇧 UK-9607 | avg_speed: 2.607 MB/s | delay: 3381 ms
name: 🇯🇵 Japan-7342 | avg_speed: 1.363 MB/s | delay: 697 ms
name: 🇯🇵 Japan-3624 | avg_speed: 0.000 MB/s | delay: 366 ms
name: 🏁 Relay-1816 | avg_speed: 0.048 MB/s | delay: 378 ms
name: 🇬🇷 Greece-9146 | avg_speed: 1.356 MB/s | delay: 698 ms
name: 🏁 Relay-9686 | avg_speed: 0.000 MB/s | delay: 367 ms
name: 🏁 Relay-3990 | avg_speed: 0.000 MB/s | delay: 367 ms
name: 🇫🇮 Finland-8184 | avg_speed: 1.772 MB/s | delay: 802 ms
name: 🇸🇬 Singapore-8533 | avg_speed: 1.343 MB/s | delay: 697 ms
name: 🏁 Relay-9162 | avg_speed: 0.000 MB/s | delay: 369 ms
name: 🇩🇪 Germany-4192 | avg_speed: 0.236 MB/s | delay: 427 ms
name: 🏁 Relay-9497 | avg_speed: 0.000 MB/s | delay: 371 ms
name: 🏁 Relay-9088 | avg_speed: 0.000 MB/s | delay: 373 ms
name: 🏁 Relay-9190 | avg_speed: 1.723 MB/s | delay: 795 ms
name: 🏁 Relay-1790 | avg_speed: 2.307 MB/s | delay: 938 ms
name: 🇳🇱 Netherlands-8174 | avg_speed: 0.595 MB/s | delay: 520 ms
name: 🇯🇵 Japan-3314 | avg_speed: 1.265 MB/s | delay: 684 ms
name: 🏁 Relay-1707 | avg_speed: 0.000 MB/s | delay: 375 ms
name: 🏁 Relay-5495 | avg_speed: 0.000 MB/s | delay: 377 ms
name: 🏁 Relay-9368 | avg_speed: 0.000 MB/s | delay: 377 ms
name: 🇯🇵 Japan-3766 | avg_speed: 0.431 MB/s | delay: 483 ms
name: 🇫🇮 Finland-2181 | avg_speed: 1.733 MB/s | delay: 802 ms
name: 🇯🇵 Japan-3436 | avg_speed: 1.211 MB/s | delay: 675 ms
name: 🏁 Relay-7859 | avg_speed: 0.000 MB/s | delay: 379 ms
name: 🏁 Relay-8211 | avg_speed: 0.000 MB/s | delay: 379 ms
name: 🇺🇸 USA-9954 | avg_speed: 0.143 MB/s | delay: 415 ms
name: 🇩🇪 Germany-6769 | avg_speed: 1.163 MB/s | delay: 665 ms
name: 🏁 Relay-5126 | avg_speed: 0.000 MB/s | delay: 382 ms
name: 🇳🇱 Netherlands-9154 | avg_speed: 2.522 MB/s | delay: 3357 ms
name: 🇩🇪 Germany-4333 | avg_speed: 0.000 MB/s | delay: 383 ms
name: 🇬🇷 Greece-8859 | avg_speed: 1.156 MB/s | delay: 667 ms
name: 🇺🇸 USA-9975 | avg_speed: 1.056 MB/s | delay: 643 ms
name: 🏁 Relay-1758 | avg_speed: 0.000 MB/s | delay: 387 ms
name: 🏁 Relay-9155 | avg_speed: 1.921 MB/s | delay: 860 ms
name: 🏁 Relay-4642 | avg_speed: 0.000 MB/s | delay: 391 ms
name: 🇯🇵 Japan-3678 | avg_speed: 0.516 MB/s | delay: 518 ms
name: 🏁 Relay-5050 | avg_speed: 0.000 MB/s | delay: 392 ms
name: 🇺🇸 USA-1400 | avg_speed: 1.086 MB/s | delay: 658 ms
name: 🇺🇸 USA-6640 | avg_speed: 1.217 MB/s | delay: 691 ms
name: 🏁 Relay-6741 | avg_speed: 0.000 MB/s | delay: 394 ms
name: 🏁 Relay-6464 | avg_speed: 0.000 MB/s | delay: 394 ms
name: 🏁 Relay-7619 | avg_speed: 0.000 MB/s | delay: 395 ms
name: 🏁 Relay-4564 | avg_speed: 0.000 MB/s | delay: 396 ms
name: 🇺🇸 USA-5670 | avg_speed: 0.145 MB/s | delay: 432 ms
name: 🇳🇱 Netherlands-3456 | avg_speed: 1.129 MB/s | delay: 673 ms
name: 🏁 Relay-8148 | avg_speed: 0.000 MB/s | delay: 399 ms
name: 🇺🇸 USA-9904 | avg_speed: 0.136 MB/s | delay: 434 ms
name: 🇬🇧 UK-6494 | avg_speed: 2.447 MB/s | delay: 4851 ms
name: 🏁 Relay-4597 | avg_speed: 0.784 MB/s | delay: 594 ms
name: 🇯🇵 Japan-4055 | avg_speed: 0.288 MB/s | delay: 476 ms
name: 🏁 Relay-8798 | avg_speed: 0.000 MB/s | delay: 407 ms
name: 🏁 Relay-9195 | avg_speed: 0.000 MB/s | delay: 408 ms
name: 🇰🇷 South-Korea-4782 | avg_speed: 0.154 MB/s | delay: 446 ms
name: 🇵🇱 Poland-3374 | avg_speed: 1.803 MB/s | delay: 850 ms
name: 🏁 Relay-7852 | avg_speed: 1.974 MB/s | delay: 893 ms
name: 🇺🇸 USA-5457 | avg_speed: 1.030 MB/s | delay: 662 ms
name: 🇦🇺 Australia-4143 | avg_speed: 1.624 MB/s | delay: 808 ms
name: 🇪🇸 Spain-7327 | avg_speed: 0.450 MB/s | delay: 521 ms
name: 🇮🇹 Italy-8812 | avg_speed: 0.605 MB/s | delay: 559 ms
name: 🇪🇸 Spain-1334 | avg_speed: 1.606 MB/s | delay: 805 ms
name: 🇺🇸 USA-9769 | avg_speed: 0.975 MB/s | delay: 651 ms
name: 🏁 Relay-5890 | avg_speed: 0.000 MB/s | delay: 414 ms
name: 🏁 Relay-9127 | avg_speed: 0.000 MB/s | delay: 416 ms
name: 🇦🇺 Australia-4569 | avg_speed: 1.717 MB/s | delay: 836 ms
name: 🇹🇼 Taiwan-4769 | avg_speed: 0.052 MB/s | delay: 429 ms
name: 🇰🇷 South-Korea-6662 | avg_speed: 1.211 MB/s | delay: 713 ms
name: 🇳🇱 Netherlands-8833 | avg_speed: 2.383 MB/s | delay: 2726 ms
name: 🇺🇸 USA-4637 | avg_speed: 1.097 MB/s | delay: 686 ms
name: 🇺🇸 USA-2678 | avg_speed: 0.969 MB/s | delay: 655 ms
name: 🇺🇸 USA-9447 | avg_speed: 1.031 MB/s | delay: 671 ms
name: 🇯🇵 Japan-7812 | avg_speed: 0.645 MB/s | delay: 577 ms
name: 🏁 Relay-6759 | avg_speed: 2.363 MB/s | delay: 1044 ms
name: 🇰🇷 South-Korea-3067 | avg_speed: 0.016 MB/s | delay: 426 ms
name: 🇬🇧 UK-5631 | avg_speed: 0.000 MB/s | delay: 422 ms
name: 🇸🇬 Singapore-5849 | avg_speed: 0.000 MB/s | delay: 423 ms
name: 🇬🇧 UK-9461 | avg_speed: 2.358 MB/s | delay: 3226 ms
name: 🇰🇷 South-Korea-2808 | avg_speed: 0.263 MB/s | delay: 489 ms
name: 🇬🇧 UK-6066 | avg_speed: 0.148 MB/s | delay: 461 ms
name: 🏁 Relay-1232 | avg_speed: 0.000 MB/s | delay: 426 ms
name: 🇳🇱 Netherlands-6693 | avg_speed: 1.255 MB/s | delay: 735 ms
name: 🇫🇮 Finland-1665 | avg_speed: 1.683 MB/s | delay: 840 ms
name: 🇫🇷 France-6683 | avg_speed: 1.120 MB/s | delay: 703 ms
name: 🇯🇵 Japan-3195 | avg_speed: 0.393 MB/s | delay: 526 ms
name: 🏁 Relay-7516 | avg_speed: 0.000 MB/s | delay: 430 ms
name: 🏁 Relay-2046 | avg_speed: 0.000 MB/s | delay: 430 ms
name: 🇲🇩 Moldova-7768 | avg_speed: 1.394 MB/s | delay: 771 ms
name: 🇺🇸 USA-7984 | avg_speed: 2.328 MB/s | delay: 2400 ms
name: 🇵🇱 Poland-1682 | avg_speed: 0.001 MB/s | delay: 432 ms
name: 🇺🇸 USA-1381 | avg_speed: 0.926 MB/s | delay: 659 ms
name: 🇩🇪 Germany-5235 | avg_speed: 0.263 MB/s | delay: 500 ms
name: 🇫🇷 France-6486 | avg_speed: 0.198 MB/s | delay: 485 ms
name: 🏁 Relay-5532 | avg_speed: 0.000 MB/s | delay: 437 ms
name: 🇫🇷 France-9262 | avg_speed: 1.868 MB/s | delay: 894 ms
name: 🇯🇵 Japan-1054 | avg_speed: 0.917 MB/s | delay: 662 ms
name: 🏁 Relay-7011 | avg_speed: 0.000 MB/s | delay: 439 ms
name: 🏁 Relay-2505 | avg_speed: 0.000 MB/s | delay: 439 ms
name: 🏁 Relay-5413 | avg_speed: 1.513 MB/s | delay: 810 ms
name: 🇯🇵 Japan-6326 | avg_speed: 0.146 MB/s | delay: 476 ms
name: 🇬🇧 UK-4964 | avg_speed: 0.221 MB/s | delay: 496 ms
name: 🏁 Relay-6066 | avg_speed: 0.000 MB/s | delay: 442 ms
name: 🇮🇳 India-7734 | avg_speed: 1.372 MB/s | delay: 778 ms
name: 🇩🇪 Germany-8712 | avg_speed: 1.235 MB/s | delay: 746 ms
name: 🇬🇧 UK-1700 | avg_speed: 2.271 MB/s | delay: 2449 ms
name: 🇫🇮 Finland-9091 | avg_speed: 0.262 MB/s | delay: 509 ms
name: 🇩🇪 Germany-4135 | avg_speed: 0.000 MB/s | delay: 445 ms
name: 🏁 Relay-9908 | avg_speed: 0.000 MB/s | delay: 446 ms
name: 🇯🇵 Japan-6454 | avg_speed: 0.000 MB/s | delay: 447 ms
name: 🏁 Relay-5137 | avg_speed: 0.000 MB/s | delay: 448 ms
name: 🇩🇪 Germany-2895 | avg_speed: 0.195 MB/s | delay: 496 ms
name: 🇺🇸 USA-3771 | avg_speed: 0.034 MB/s | delay: 459 ms
name: 🇩🇪 Germany-1467 | avg_speed: 0.000 MB/s | delay: 451 ms
name: 🏁 Relay-4780 | avg_speed: 0.000 MB/s | delay: 455 ms
name: 🏁 Relay-2705 | avg_speed: 0.000 MB/s | delay: 456 ms
name: 🇬🇧 UK-6859 | avg_speed: 0.174 MB/s | delay: 500 ms
name: 🏁 Relay-7278 | avg_speed: 0.000 MB/s | delay: 458 ms
name: 🏁 Relay-5222 | avg_speed: 0.000 MB/s | delay: 460 ms
name: 🇩🇪 Germany-3405 | avg_speed: 0.000 MB/s | delay: 461 ms
name: 🏁 Relay-6251 | avg_speed: 0.000 MB/s | delay: 462 ms
name: 🇬🇧 UK-1488 | avg_speed: 2.198 MB/s | delay: 2091 ms
name: 🇬🇧 UK-5622 | avg_speed: 1.603 MB/s | delay: 855 ms
name: 🇮🇹 Italy-3306 | avg_speed: 0.366 MB/s | delay: 554 ms
name: 🇺🇸 USA-4068 | avg_speed: 0.031 MB/s | delay: 474 ms
name: 🇮🇳 India-3473 | avg_speed: 1.475 MB/s | delay: 829 ms
name: 🇯🇵 Japan-2703 | avg_speed: 1.234 MB/s | delay: 771 ms
name: 🇳🇱 Netherlands-2881 | avg_speed: 1.077 MB/s | delay: 735 ms
name: 🏁 Relay-5987 | avg_speed: 0.000 MB/s | delay: 475 ms
name: 🇳🇱 Netherlands-5756 | avg_speed: 0.000 MB/s | delay: 475 ms
name: 🏁 Relay-4089 | avg_speed: 2.140 MB/s | delay: 1313 ms
name: 🏁 Relay-5689 | avg_speed: 1.707 MB/s | delay: 895 ms
name: 🇫🇷 France-2968 | avg_speed: 1.444 MB/s | delay: 832 ms
name: 🇺🇸 USA-9784 | avg_speed: 0.000 MB/s | delay: 479 ms
name: 🇭🇰 Hong-Kong-4181 | avg_speed: 0.000 MB/s | delay: 481 ms
name: 🇬🇧 UK-6226 | avg_speed: 1.271 MB/s | delay: 792 ms
name: 🏁 Relay-3556 | avg_speed: 0.000 MB/s | delay: 482 ms
name: 🏁 Relay-4113 | avg_speed: 0.000 MB/s | delay: 482 ms
